name,region,indicator,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
Belarus,Europe & Central Asia,LAND,202840,202830,202830,202810,202830,202900,202900,202900,202820,202900,202910,202910,202910,202910,202910
Belgium,Europe & Central Asia,LAND,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280
Belize,Latin America & Caribbean,LAND,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810
Benin,Sub-Saharan Africa,LAND,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760
Bermuda,North America,LAND,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Bhutan,South Asia,LAND,39800,39800,39800,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117
Bolivia,Latin America & Caribbean,LAND,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300
Bosnia and Herzegovina,Europe & Central Asia,LAND,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200
Botswana,Sub-Saharan Africa,LAND,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730
Brazil,Latin America & Caribbean,LAND,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140
British Virgin Islands,Latin America & Caribbean,LAND,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Brunei Darussalam,East Asia & Pacific,LAND,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270
Bulgaria,Europe & Central Asia,LAND,110630,108800,108770,108760,108640,108630,108610,108610,108560,108560,108560,108560,108560,108560,108560
Burkina Faso,Sub-Saharan Africa,LAND,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600
Burundi,Sub-Saharan Africa,LAND,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680
Cabo Verde,Sub-Saharan Africa,LAND,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030
Cambodia,East Asia & Pacific,LAND,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520,176520
Cameroon,Sub-Saharan Africa,LAND,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710,472710
Canada,North America,LAND,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510,9093510
Cayman Islands,Latin America & Caribbean,LAND,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
Central African Republic,Sub-Saharan Africa,LAND,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980,622980
Chad,Sub-Saharan Africa,LAND,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200
Channel Islands,Europe & Central Asia,LAND,194,194,194,194,194,194,194,194,194,190,190,190,190,190,190
Chile,Latin America & Caribbean,LAND,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532,743532
China,East Asia & Pacific,LAND,9388214.2,9388213.2,9388212.7,9388212.5,9388211.8,9388211.4,9388210.8,9388210.8,9388211,9388211,9388211,9388211,9388211,9388211,9388211
Colombia,Latin America & Caribbean,LAND,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500,1109500
Comoros,Sub-Saharan Africa,LAND,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861
"Congo, Dem. Rep.",Sub-Saharan Africa,LAND,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050
"Congo, Rep.",Sub-Saharan Africa,LAND,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500,341500
Costa Rica,Latin America & Caribbean,LAND,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060,51060
Cote d'Ivoire,Sub-Saharan Africa,LAND,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000,318000
Croatia,Europe & Central Asia,LAND,55910,55910,55910,55960,55960,55960,55960,55960,55960,55960,55960,55960,55960,55960,55960
Cuba,Latin America & Caribbean,LAND,107400,106390,106400,106410,106440,106430,106440,106440,106440,106440,106440,106449,106449,106449,106449
Cyprus,Europe & Central Asia,LAND,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240
Czech Republic,Europe & Central Asia,LAND,77270,77270,77270,77260,77260,77250,77250,77250,77250,77240,77240,77230,77230,77230,77230
Denmark,Europe & Central Asia,LAND,42430,42430,42430,42430,42430,42430,42430,42430,42430,42430,42430,42430,42430,42430,42430
Djibouti,Middle East & North Africa,LAND,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180
Dominica,Latin America & Caribbean,LAND,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750
Dominican Republic,Latin America & Caribbean,LAND,48320,48320,48320,48320,48320,48320,48320,48320,48320,48320,48320,48320,48320,48320,48320
Ecuador,Latin America & Caribbean,LAND,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360,248360
"Egypt, Arab Rep.",Middle East & North Africa,LAND,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450
El Salvador,Latin America & Caribbean,LAND,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720
Equatorial Guinea,Sub-Saharan Africa,LAND,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050
Eritrea,Sub-Saharan Africa,LAND,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000
Estonia,Europe & Central Asia,LAND,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390
Ethiopia,Sub-Saharan Africa,LAND,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000
Faroe Islands,Europe & Central Asia,LAND,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
Fiji,East Asia & Pacific,LAND,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270
Finland,Europe & Central Asia,LAND,304590,304590,304590,304590,304590,304110,304090,303900,303900,303900,303890,303890,303890,303890,303890
France,Europe & Central Asia,LAND,547566,547566,547566,547566,547556,547556,547556,547557,547557,547557,547557,547561,547557,547557,547557
French Polynesia,East Asia & Pacific,LAND,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660
Gabon,Sub-Saharan Africa,LAND,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670
"Gambia, The",Sub-Saharan Africa,LAND,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120
Georgia,Europe & Central Asia,LAND,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490
Germany,Europe & Central Asia,LAND,348900,348860,348810,348770,348760,348720,348670,348630,348610,348570,348560,348540,348540,348540,348540
Ghana,Sub-Saharan Africa,LAND,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540
Gibraltar,Europe & Central Asia,LAND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Greece,Europe & Central Asia,LAND,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900
Greenland,Europe & Central Asia,LAND,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450
Grenada,Latin America & Caribbean,LAND,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
Guam,East Asia & Pacific,LAND,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
Guatemala,Latin America & Caribbean,LAND,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160
Guinea,Sub-Saharan Africa,LAND,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720
Guinea-Bissau,Sub-Saharan Africa,LAND,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120
Guyana,Latin America & Caribbean,LAND,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850
Haiti,Latin America & Caribbean,LAND,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560
Honduras,Latin America & Caribbean,LAND,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890
"Hong Kong SAR, China",East Asia & Pacific,LAND,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
Hungary,Europe & Central Asia,LAND,89620,89620,89620,89620,89610,89610,89610,89610,90530,90530,90530,90530,90530,90530,90530
Iceland,Europe & Central Asia,LAND,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250
India,South Asia,LAND,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190
Indonesia,East Asia & Pacific,LAND,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570
"Iran, Islamic Rep.",Middle East & North Africa,LAND,1628550,1628550,1628550,1628550,1628550,1628550,1628550,1628550,1628550,1628550,1628550,1628550,1628550,1628550,1628550
Iraq,Middle East & North Africa,LAND,437370,437370,437370,437370,437370,437370,437370,437370,434320,434320,434320,434320,434320,434320,434320
Ireland,Europe & Central Asia,LAND,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890
Isle of Man,Europe & Central Asia,LAND,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570
Israel,Middle East & North Africa,LAND,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640
Italy,Europe & Central Asia,LAND,294110,294110,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140
Jamaica,Latin America & Caribbean,LAND,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830
Japan,East Asia & Pacific,LAND,364500,364500,364500,364500,364500,364500,364500,364500,364500,364550,364555,364560,364560,364560,364560
Jordan,Middle East & North Africa,LAND,88240,88240,88240,88240,88240,88240,88240,88240,88780,88780,88780,88780,88780,88780,88780
Kazakhstan,Europe & Central Asia,LAND,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700
Kenya,Sub-Saharan Africa,LAND,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140
Kiribati,East Asia & Pacific,LAND,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
"Korea, Dem. People’s Rep.",East Asia & Pacific,LAND,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410
"Korea, Rep.",East Asia & Pacific,LAND,96740,96790,96800,96820,96850,96880,96920,97030,97100,97230,97230,97350,97466,97466,97466
Kosovo,Europe & Central Asia,LAND,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887
Kuwait,Middle East & North Africa,LAND,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820
Kyrgyz Republic,Europe & Central Asia,LAND,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800
Lao PDR,East Asia & Pacific,LAND,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800
Latvia,Europe & Central Asia,LAND,62196,62196,62196,62196,62196,62196,62196,62196,62180,62240,62200,62180,62190,62190,62190
Lebanon,Middle East & North Africa,LAND,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230
Lesotho,Sub-Saharan Africa,LAND,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360
Liberia,Sub-Saharan Africa,LAND,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320
Libya,Middle East & North Africa,LAND,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540
Liechtenstein,Europe & Central Asia,LAND,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
Lithuania,Europe & Central Asia,LAND,62680,62680,62680,62680,62680,62680,62680,62675,62675,62675,62674,62674,62675,62675,62675
Luxembourg,Europe & Central Asia,LAND,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590
"Macao SAR, China",East Asia & Pacific,LAND,26,27,27,28,28,28.6,29.2,29.2,29.5,29.7,29.9,29.9,30.3,30.3,30.3
"Macedonia, FYR",Europe & Central Asia,LAND,25430,25430,25430,25430,25430,25430,25230,25230,25220,25220,25220,25220,25220,25220,25220
Madagascar,Sub-Saharan Africa,LAND,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581795,581795,581800,581800,581800
Malawi,Sub-Saharan Africa,LAND,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280
Malaysia,East Asia & Pacific,LAND,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550
Maldives,South Asia,LAND,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
Mali,Sub-Saharan Africa,LAND,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190
Malta,Middle East & North Africa,LAND,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
Marshall Islands,East Asia & Pacific,LAND,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
Mauritania,Sub-Saharan Africa,LAND,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700
Mauritius,Sub-Saharan Africa,LAND,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
Mexico,Latin America & Caribbean,LAND,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950
"Micronesia, Fed. Sts.",East Asia & Pacific,LAND,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700
Moldova,Europe & Central Asia,LAND,32880,32880,32870,32880,32890,32890,32890,32890,32890,32850,32850,32860,32880,32880,32880
Monaco,Europe & Central Asia,LAND,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Mongolia,East Asia & Pacific,LAND,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560
Montenegro,Europe & Central Asia,LAND,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450
Morocco,Middle East & North Africa,LAND,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300
Mozambique,Sub-Saharan Africa,LAND,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380
Myanmar,East Asia & Pacific,LAND,653540,653540,653540,653420,653360,653470,653520,653310,653300,653260,653290,653150,653080,653080,653080
Namibia,Sub-Saharan Africa,LAND,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290
Nauru,East Asia & Pacific,LAND,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Nepal,South Asia,LAND,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350
Netherlands,Europe & Central Asia,LAND,33760,33760,33760,33760,33760,33760,33760,33760,33730,33730,33720,33720,33670,33670,33670
New Caledonia,East Asia & Pacific,LAND,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280
New Zealand,East Asia & Pacific,LAND,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310
Nicaragua,Latin America & Caribbean,LAND,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340
Niger,Sub-Saharan Africa,LAND,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700
Nigeria,Sub-Saharan Africa,LAND,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770
Northern Mariana Islands,East Asia & Pacific,LAND,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
Norway,Europe & Central Asia,LAND,365245,365245,365245,365245,365245,365245,365245,365245,365245,365245,365245,365245,365245,365245,365245
Oman,Middle East & North Africa,LAND,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500
Pakistan,South Asia,LAND,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880
Palau,East Asia & Pacific,LAND,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
Panama,Latin America & Caribbean,LAND,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340
Papua New Guinea,East Asia & Pacific,LAND,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860
Paraguay,Latin America & Caribbean,LAND,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300
Peru,Latin America & Caribbean,LAND,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000
Philippines,East Asia & Pacific,LAND,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170
Poland,Europe & Central Asia,LAND,306290,306290,306240,306330,306330,306320,306320,306300,306280,306280,306230,306220,306210,306210,306210
Portugal,Europe & Central Asia,LAND,91500,91500,91500,91500,91470,91470,91470,91470,91590,91590,91590,91590,91600,91600,91600
Puerto Rico,Latin America & Caribbean,LAND,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870
Qatar,Middle East & North Africa,LAND,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610
Romania,Europe & Central Asia,LAND,229710,229870,229950,230000,229980,229980,229890,229900,230060,230050,230170,230020,230030,230030,230030
Russian Federation,Europe & Central Asia,LAND,16380440,16380940,16380980,16381230,16381390,16377740,16377740,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870
Rwanda,Sub-Saharan Africa,LAND,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670
Samoa,East Asia & Pacific,LAND,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830
San Marino,Europe & Central Asia,LAND,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Sao Tome and Principe,Sub-Saharan Africa,LAND,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960
Saudi Arabia,Middle East & North Africa,LAND,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690
Senegal,Sub-Saharan Africa,LAND,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530
Serbia,Europe & Central Asia,LAND,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460
Seychelles,Sub-Saharan Africa,LAND,460,460,460,460,460,460,460,460,460,460,460,460,455,455,455
Sierra Leone,Sub-Saharan Africa,LAND,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180
Singapore,East Asia & Pacific,LAND,670,675,687,689,689,694,695,700,700,702,704,706,707,707,707
Sint Maarten (Dutch part),Latin America & Caribbean,LAND,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
Slovak Republic,Europe & Central Asia,LAND,48100,48100,48110,48100,48100,48100,48100,48100,48090,48091,48088,48088,48088,48088,48088
Slovenia,Europe & Central Asia,LAND,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140
Solomon Islands,East Asia & Pacific,LAND,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990
Somalia,Sub-Saharan Africa,LAND,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340
South Africa,Sub-Saharan Africa,LAND,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090
South Sudan,Sub-Saharan Africa,LAND,,,,,,,,,,,,,,,
Spain,Europe & Central Asia,LAND,498520,499040,499210,499180,499090,498980,499110,498800,498660,500010,499880,500210,500210,500210,500210
Sri Lanka,South Asia,LAND,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710
St. Kitts and Nevis,Latin America & Caribbean,LAND,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
St. Lucia,Latin America & Caribbean,LAND,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
St. Martin (French part),Latin America & Caribbean,LAND,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
St. Vincent and the Grenadines,Latin America & Caribbean,LAND,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
Sudan,Sub-Saharan Africa,LAND,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000
Suriname,Latin America & Caribbean,LAND,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000
Swaziland,Sub-Saharan Africa,LAND,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200
Sweden,Europe & Central Asia,LAND,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,407340,407340,407340,407340
Switzerland,Europe & Central Asia,LAND,39523,39522,39521,39520,39518,39517,39516,39516,39516,39516,39516,39516,39516,39516,39516
Syrian Arab Republic,Middle East & North Africa,LAND,183780,183780,183590,183570,183570,183630,183640,183640,183640,183630,183630,183630,183630,183630,183630
Tajikistan,Europe & Central Asia,LAND,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960
Tanzania,Sub-Saharan Africa,LAND,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800
Thailand,East Asia & Pacific,LAND,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890
Timor-Leste,East Asia & Pacific,LAND,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870
Togo,Sub-Saharan Africa,LAND,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390
Tonga,East Asia & Pacific,LAND,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720
Trinidad and Tobago,Latin America & Caribbean,LAND,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130
Tunisia,Middle East & North Africa,LAND,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360
Turkey,Europe & Central Asia,LAND,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630
Turkmenistan,Europe & Central Asia,LAND,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930
Turks and Caicos Islands,Latin America & Caribbean,LAND,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950
Tuvalu,East Asia & Pacific,LAND,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Uganda,Sub-Saharan Africa,LAND,199810,199810,199810,199810,199810,199810,199810,199810,199810,200520,200520,200520,200520,200520,200520
Ukraine,Europe & Central Asia,LAND,579350,579340,579340,579340,579380,579360,579330,579320,579320,579320,579320,579320,579320,579320,579320
United Arab Emirates,Middle East & North Africa,LAND,83600,83600,83600,83600,83600,83600,83600,83600,83600,83600,83600,83600,83600,83600,83600
United Kingdom,Europe & Central Asia,LAND,241930,241930,241930,241930,241930,241930,241930,241930,241930,241930,241930,241930,241930,241930,241930
United States,North America,LAND,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420
Uruguay,Latin America & Caribbean,LAND,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020
Uzbekistan,Europe & Central Asia,LAND,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400
Vanuatu,East Asia & Pacific,LAND,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190
"Venezuela, RB",Latin America & Caribbean,LAND,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050
Vietnam,East Asia & Pacific,LAND,311090,310550,310070,310070,310070,310070,310070,310070,310070,310070,310070,310070,310070,310070,310070
Virgin Islands (U.S.),Latin America & Caribbean,LAND,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
